series_id,year,period,value,footnote_codes,date,series_title
LNU04024710,1999,M07,3.8,nan,1999-07-01,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated 20-64 yrs., White Men"
LNU04023033,1999,M07,3.9,nan,1999-07-01,"(Unadj) Unemployment Rate - Not Enrolled in School, Some College or Associate Degree, 16-24 yrs., White"
LNU04024938,1999,M07,3.8,nan,1999-07-01,(Unadj) Unemployment Rate - 65-69 yrs.
LNU04024946,1999,M07,3.0,nan,1999-07-01,"(Unadj) Unemployment Rate - 30-34 yrs., White"
LNU04034283,1999,M07,7.9,nan,1999-07-01,"(Unadj) Unemployment Rate - Agricultural and Related Wage and Salary Workers, Women"
LNS14200026,1999,M07,3.1,nan,1999-07-01,"(Seas) Unemployment Rate  Part-Time Workers 20 yrs. & over, Women"
LNU04000088,1999,M07,11.7,nan,1999-07-01,(Unadj) Unemployment Rate - 18-19 yrs.
LNU04023030,1999,M07,11.5,nan,1999-07-01,"(Unadj) Unemployment Rate - Not Enrolled in School, 16-19 yrs., White"
LNU04025034,1999,M07,4.4,nan,1999-07-01,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, 25 yrs. & over, Women"
LNU04200026,1999,M07,3.3,nan,1999-07-01,"(Unadj) Unemployment Rate - Part-Time Labor Force 20 yrs. & over, Women"
LNU04023018,1999,M07,8.1,nan,1999-07-01,"(Unadj) Unemployment Rate - Not Enrolled in School, Bachelor's degree and higher, 16-24 yrs."
LNU04024951,1999,M07,2.9,nan,1999-07-01,"(Unadj) Unemployment Rate - 65-69 yrs., White"
LNS14000002,1999,M07,4.5,nan,1999-07-01,(Seas) Unemployment Rate - Women
LNU04023035,1999,M07,12.9,nan,1999-07-01,"(Unadj) Unemployment Rate - Not Enrolled in School, Less than a High School Diploma 16-24 yrs., White"
LNU04027675,1999,M07,5.5,nan,1999-07-01,"(Unadj) Unemployment Rate - Less than a High School Diploma 25 yrs. & over, Men"
LNU04000315,1999,M07,3.1,nan,1999-07-01,(Unadj) Unemployment Rate - Married Women
LNU04025375,1999,M07,2.7,nan,1999-07-01,"(Unadj) Unemployment Rate - Married, Spouse Present, 25 yrs. & over, White Women"
LNU04015849,1999,M07,2.4,nan,1999-07-01,"(Unadj) Unemployment Rate - 50-54 yrs., Black or African American Men"
LNU04023032,1999,M07,8.3,nan,1999-07-01,"(Unadj) Unemployment Rate - Not Enrolled in School, 16-24 yrs., White"
LNU04000149,2003,M01,12.3,nan,2003-01-01,(Unadj) Unemployment Rate - Never Married Men
LNU04034197,2003,M01,3.4,nan,2003-01-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Financial Activities, Men"
LNU04034198,2003,M01,3.8,nan,2003-01-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Financial Activities, Women"
LNU04035186,2003,M01,7.5,nan,2003-01-01,"(Unadj) Unemployment Rate -  25-29 yrs., Hispanic or Latino Women"
LNU04000353,2003,M01,3.9,nan,2003-01-01,"(Unadj) Unemployment Rate - 62-64 yrs., Women"
LNU04034059,2003,M01,5.7,nan,2003-01-01,"(Unadj) Unemployment Rate - Installation, Maintenance, and Repair Occupations, Men"
LNU04034077,2003,M01,5.2,nan,2003-01-01,"(Unadj) Unemployment Rate - Healthcare Support Occupations, Women"
LNU04000377,2003,M01,12.3,nan,2003-01-01,"(Unadj) Unemployment Rate - 18-19 yrs., White Women"
LNU04035207,2003,M01,7.1,nan,2003-01-01,"(Unadj) Unemployment Rate -  45-49 yrs., Hispanic or Latino Women"
LNU04000027,2003,M01,5.3,nan,2003-01-01,"(Unadj) Unemployment Rate - 20 yrs. & over, White"
LNU04000182,2003,M01,5.4,nan,2003-01-01,"(Unadj) Unemployment Rate - 45-54 yrs., Men"
LNU04000059,2003,M01,7.4,nan,2003-01-01,"(Unadj) Unemployment Rate - 25 yrs. & over, Hispanic or Latino Women"
LNU04024936,2003,M01,4.7,nan,2003-01-01,(Unadj) Unemployment Rate - 45-49 yrs.
LNU04000404,2003,M01,3.8,nan,2003-01-01,"(Unadj) Unemployment Rate - 55-59 yrs., White Women"
LNS14025669,2003,M01,3.6,nan,2003-01-01,(Seas) Unemployment Rate - Married
LNU04034292,2003,M01,0.6,nan,2003-01-01,"(Unadj) Unemployment Rate - Job Leavers, Asian"
LNU04000409,2003,M01,4.0,nan,2003-01-01,"(Unadj) Unemployment Rate - 60-61 yrs., White Women"
LNU04034069,2003,M01,7.0,nan,2003-01-01,"(Unadj) Unemployment Rate - Architecture and Engineering Occupations, Women"
LNU04034269,2003,M01,3.5,nan,2003-01-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Other Services, Except Private Households, Women"
LNS14000049,2003,M01,5.0,nan,2003-01-01,"(Seas) Unemployment Rate - 25 yrs. & over, Men"
LNU04023010,2003,M01,5.7,nan,2003-01-01,"(Unadj) Unemployment Rate - Enrolled in College Part Time 16-24 yrs., White"
LNU04034035,2003,M01,3.2,nan,2003-01-01,"(Unadj) Unemployment Rate - Management, Business, and Financial Operations Occupations, Men"
LNU04034192,2003,M01,0.5,nan,2003-01-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Internet Service Providers and Data Processing Services, Men"
LNU04024948,2003,M01,4.5,nan,2003-01-01,"(Unadj) Unemployment Rate - 40-44 yrs., White"
LNU04032296,2003,M01,7.6,nan,2003-01-01,"(Unadj) Unemployment Rate, High School Graduates, No College, 25 yrs. & over, Asian"
LNU04000043,2003,M01,17.3,nan,2003-01-01,"(Unadj) Unemployment Rate - 20-24 yrs., Black or African American Men"
LNU04023750,2003,M01,0.6,nan,2003-01-01,"(Unadj) Unemployment Rate - New Entrants, Hispanic or Latino"
LNU04000391,2003,M01,4.7,nan,2003-01-01,"(Unadj) Unemployment Rate - 35-39 yrs., White Women"
LNU04022991,2003,M01,25.4,nan,2003-01-01,"(Unadj) Unemployment Rate - Enrolled in High School 16-24 yrs., Hispanic or Latino"
LNU04000029,2003,M01,4.4,nan,2003-01-01,"(Unadj) Unemployment Rate - 20 yrs. & over, White Women"
LNU04032281,2003,M01,16.6,nan,2003-01-01,"(Unadj) Unemployment Rate - Not Enrolled in School, 16-24 yrs., Asian Women"
LNU04035200,2003,M01,8.1,nan,2003-01-01,"(Unadj) Unemployment Rate -  50-54 yrs., Hispanic or Latino Men"
LNU04034224,2003,M01,12.1,nan,2003-01-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Management, Administrative and Waste Services, Women"
LNU04000046,2003,M01,9.2,nan,2003-01-01,"(Unadj) Unemployment Rate - 20-24 yrs., Hispanic or Latino Men"
LNS14000029,2003,M01,4.2,nan,2003-01-01,"(Seas) Unemployment Rate - 20 yrs. & over, White Women"
LNU04015815,2003,M01,30.7,nan,2003-01-01,"(Unadj) Unemployment Rate - 16-17 yrs., Black or African American Men"
LNU04034086,2003,M01,19.9,nan,2003-01-01,"(Unadj) Unemployment Rate - Farming, Fishing, and Forestry Occupations, Women"
LNU04000236,2003,M01,5.1,nan,2003-01-01,"(Unadj) Unemployment Rate - 35-39 yrs., White Men"
LNU04023025,2003,M01,11.4,nan,2003-01-01,"(Unadj) Unemployment Rate - Not Enrolled in School, Some College or Associate Degree, 16-24 yrs., Hispanic or Latino"
LNU04000004,2003,M01,6.6,nan,2003-01-01,(Unadj) Unemployment Rate - White Men
LNU04200002,2003,M01,4.8,nan,2003-01-01,(Unadj) Unemployment Rate - Part-Time Labor Force Women
LNU04200026,2003,M01,3.5,nan,2003-01-01,"(Unadj) Unemployment Rate - Part-Time Labor Force 20 yrs. & over, Women"
LNU04000198,2003,M01,5.0,nan,2003-01-01,"(Unadj) Unemployment Rate - 62-64 yrs., Men"
LNU04028347,2003,M01,10.2,nan,2003-01-01,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Hispanic or Latino Women"
LNU04032268,2003,M01,9.8,nan,2003-01-01,"(Unadj) Unemployment Rate - Enrolled in School, 16-24 yrs., Asian"
LNU04034088,2003,M01,9.3,nan,2003-01-01,"(Unadj) Unemployment Rate - Installation, Maintenance, and Repair Occupations, Women"
LNS14000182,2003,M01,4.4,nan,2003-01-01,"(Seas) Unemployment Rate - 45-54 yrs., Men"
LNU04000001,2003,M01,7.2,nan,2003-01-01,(Unadj) Unemployment Rate - Men
LNU04000327,2003,M01,6.0,nan,2003-01-01,"(Unadj) Unemployment Rate - 25-34 yrs., Women"
LNU04034266,2003,M01,4.2,nan,2003-01-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Other Services, Women"
LNS14000018,2003,M01,30.7,nan,2003-01-01,"(Seas) Unemployment Rate - 16-19 yrs., Black or African American"
LNU04000014,2003,M01,15.2,nan,2003-01-01,"(Unadj) Unemployment Rate - 16-19 yrs., Women"
LNU04000030,2003,M01,10.1,nan,2003-01-01,"(Unadj) Unemployment Rate - 20 yrs. & over, Black or African American"
LNU04022977,2003,M01,10.1,nan,2003-01-01,"(Unadj) Unemployment Rate - Enrolled in School, 20-24 yrs., Black or African American"
LNU04035203,2003,M01,10.0,nan,2003-01-01,"(Unadj) Unemployment Rate - 75 yrs. & over, Hispanic or Latino Men"
LNS14100002,2003,M01,5.7,nan,2003-01-01,(Seas) Unemployment Rate  Full-Time Workers Women
LNU04027673,2003,M01,8.6,nan,2003-01-01,"(Unadj) Unemployment Rate - Some College, No Degree, 25 yrs. & over, Black or African American"
LNU04032241,2003,M01,9.3,nan,2003-01-01,"(Unadj) Unemployment Rate - Leisure and Hospitality, Private Wage and Salary Workers"
LNU04023745,2003,M01,5.2,nan,2003-01-01,"(Unadj) Unemployment Rate - Job Losers and Persons who Completed Temporary Jobs, Hispanic or Latino"
LNU04000040,2003,M01,10.9,nan,2003-01-01,"(Unadj) Unemployment Rate - 20-24 yrs., White Men"
LNU04034041,2014,M12,4.7,nan,2014-12-01,"(Unadj) Unemployment Rate - Life, Physical, and Social Science Occupations, Men"
LNU04051169,2014,M12,3.3,nan,2014-12-01,"(Unadj) Unemployment Rate - Nonveterans, 65 years and over, Women"
LNU04015839,2014,M12,7.7,nan,2014-12-01,"(Unadj) Unemployment Rate - 35-44 yrs., Black or African American Men"
LNU04034139,2014,M12,8.4,nan,2014-12-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Textiles, Apparel, and Leather, Women"
LNU04034004,2014,M12,2.9,nan,2014-12-01,"(Unadj) Unemployment Rate - Married, Spouse Present, Asian Women"
LNU04050563,2014,M12,5.2,nan,2014-12-01,"(Unadj) Unemployment Rate - Veterans, 45 to 54 years, Women"
LNU04050607,2014,M12,2.3,nan,2014-12-01,"(Unadj) Unemployment Rate - Veterans, Gulf War Era, 45 to 54 years, Men"
LNU04000063,2014,M12,4.0,nan,2014-12-01,"(Unadj) Unemployment Rate - 25-54 yrs., White"
LNU04024939,2014,M12,6.6,nan,2014-12-01,"(Unadj) Unemployment Rate - 70-74 yrs., Men"
LNU04050040,2014,M12,5.6,nan,2014-12-01,"(Unadj) Unemployment Rate - Nonveterans, 25 to 34 years, Women"
LNU04034279,2014,M12,9.7,nan,2014-12-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Other Services, Private Households"
LNS14025669,2014,M12,3.1,nan,2014-12-01,(Seas) Unemployment Rate - Married
LNU04035211,2014,M12,,7,2014-12-01,"(Unadj) Unemployment Rate - 75 yrs. & over, Hispanic or Latino Women"
LNS14200000,2014,M12,4.9,nan,2014-12-01,(Seas) Unemployment Rate  Part-Time Workers
LNU04000034,2014,M12,5.7,nan,2014-12-01,"(Unadj) Unemployment Rate - 20 yrs. & over, Hispanic or Latino Men"
LNS14000048,2014,M12,4.5,nan,2014-12-01,(Seas) Unemployment Rate - 25 yrs. & over
LNU04073408,2014,M12,4.9,nan,2014-12-01,"(Unadj) Unemployment Rate - Foreign born, 25 years and over"
LNS14100012,2014,M12,26.7,nan,2014-12-01,(Seas) Unemployment Rate  Full-Time Workers 16-19 yrs.
LNU04024712,2014,M12,7.6,nan,2014-12-01,"(Unadj) Unemployment Rate - Never Married 20-64 yrs., White Men"
LNU04000392,2014,M12,3.8,nan,2014-12-01,"(Unadj) Unemployment Rate - 35-44 yrs., White Women"
LNU04034207,2014,M12,2.9,nan,2014-12-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Insurance, Women"
LNU04015890,2014,M12,8.9,nan,2014-12-01,"(Unadj) Unemployment Rate - 25-29 yrs., Black or African American Women"
LNU04034129,2014,M12,3.7,nan,2014-12-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Nondurable Goods Manufacturing, Men"
LNS14000182,2014,M12,4.0,nan,2014-12-01,"(Seas) Unemployment Rate - 45-54 yrs., Men"
LNU04000313,2014,M12,7.8,nan,2014-12-01,(Unadj) Unemployment Rate - Women who Maintain Families
LNU04050009,2014,M12,7.5,nan,2014-12-01,"(Unadj) Unemployment Rate - Veterans, Gulf War Era, 25 to 34 years, Men"
LNU04050309,2014,M12,8.4,nan,2014-12-01,"(Unadj) Unemployment Rate - Veterans, 35 to 44 years, Women"
LNU04000374,2014,M12,5.2,nan,2014-12-01,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated White Women"
LNU04028346,2014,M12,5.8,nan,2014-12-01,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, 16 yrs. & over, Hispanic or Latino Men"
LNU04050621,2014,M12,4.3,nan,2014-12-01,"(Unadj) Unemployment Rate - Veterans, Other Service Periods, 45 to 54 years"
LNU04034137,2014,M12,7.7,nan,2014-12-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Textiles, Apparel, and Leather"
LNU04035192,2014,M12,4.7,nan,2014-12-01,"(Unadj) Unemployment Rate -  50-54 yrs., Hispanic or Latino"
LNU04050606,2014,M12,2.1,nan,2014-12-01,"(Unadj) Unemployment Rate - Veterans, Gulf War Era, 45 to 54 years"
LNU04051168,2014,M12,4.9,nan,2014-12-01,"(Unadj) Unemployment Rate - Nonveterans, 65 years and over, Men"
LNU04000089,2014,M12,5.7,nan,2014-12-01,(Unadj) Unemployment Rate - 25-34 yrs.
LNU04000047,2014,M12,9.7,nan,2014-12-01,"(Unadj) Unemployment Rate - 20-24 yrs., Hispanic or Latino Women"
LNU04022985,2014,M12,7.8,nan,2014-12-01,"(Unadj) Unemployment Rate - Enrolled in School, 16-24 yrs., Women"
LNU04000088,2014,M12,14.1,nan,2014-12-01,(Unadj) Unemployment Rate - 18-19 yrs.
LNU04000460,2014,M12,5.5,nan,2014-12-01,"(Unadj) Unemployment Rate - 45 yrs. & over, Black or African American Women"
LNU04000465,2014,M12,6.8,nan,2014-12-01,"(Unadj) Unemployment Rate - 65 yrs. & over, Black or African American Women"
LNU04034264,2014,M12,8.3,nan,2014-12-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Food Services and Drinking Places, Women"
LNU04051153,2014,M12,3.0,nan,2014-12-01,"(Unadj) Unemployment Rate - Veterans, Other Service Periods, 65 years and over, Men"
LNU04073406,2014,M12,4.0,nan,2014-12-01,"(Unadj) Unemployment Rate - Foreign born, Non-Hispanic Asian"
LNU04034007,2014,M12,3.8,nan,2014-12-01,"(Unadj) Unemployment Rate - Married, Spouse Present, 25 yrs. & over,  Asian Men"
LNU04034292,2014,M12,0.4,nan,2014-12-01,"(Unadj) Unemployment Rate - Job Leavers, Asian"
LNU04049616,2014,M12,4.7,nan,2014-12-01,"(Unadj) Unemployment Rate - Total Veterans, 20 years and over"
LNU04049708,2014,M12,,7,2014-12-01,"(Unadj) Unemployment Rate - Veterans, 20 to 24 years, Women"
LNU04049865,2014,M12,4.8,nan,2014-12-01,"(Unadj) Unemployment Rate - Men, Nonveterans, 25 years and over"
LNU04023050,2014,M12,9.4,nan,2014-12-01,"(Unadj) Unemployment Rate - Not Enrolled in School, Bachelor's degree and higher, 16-24 yrs., Men"
LNU04034268,2014,M12,5.0,nan,2014-12-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Other Services, Except Private Households, Men"
LNU04034210,2014,M12,3.6,nan,2014-12-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Real Estate and Rental and Leasing, Women"
LNU04035194,2014,M12,5.4,nan,2014-12-01,"(Unadj) Unemployment Rate -  70-74 yrs., Hispanic or Latino"
LNU04034164,2014,M12,5.5,nan,2014-12-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Retail Trade, Men"
LNU04000412,2014,M12,2.9,nan,2014-12-01,"(Unadj) Unemployment Rate - 65 yrs. & over, White Women"
LNU04034231,2014,M12,3.4,nan,2014-12-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Waste Management and Remediation Services"
LNU04034293,2014,M12,1.3,nan,2014-12-01,(Unadj) Unemployment Rate - Reentrants to Labor Force Asian
LNU04034219,2014,M12,3.2,nan,2014-12-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Professional and Technical Services"
LNU04051101,2014,M12,0.0,nan,2014-12-01,"(Unadj) Unemployment Rate - Veterans, 65 years and over, Black or African American"
LNU04034062,2014,M12,6.2,nan,2014-12-01,"(Unadj) Unemployment Rate - Transportation and Material Moving Occupations, Men"
LNU04000093,2014,M12,4.0,nan,2014-12-01,(Unadj) Unemployment Rate - 45-54 yrs.
LNU04034254,2014,M12,9.5,nan,2014-12-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Arts, Entertainment, and Recreation, Men"
LNU04032251,2014,M12,5.1,nan,2014-12-01,"(Unadj) Unemployment Rate - 25-29 yrs., Asian"
LNU04034278,2014,M12,3.8,nan,2014-12-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Membership Associations and Organizations, Women"
LNU04000120,2014,M12,3.5,nan,2014-12-01,"(Unadj) Unemployment Rate - 60-64 yrs., White"
LNU04000248,2014,M12,3.6,nan,2014-12-01,"(Unadj) Unemployment Rate - 50-54 yrs., White Men"
LNU04027682,2014,M12,2.5,nan,2014-12-01,"(Unadj) Unemployment Rate - Bachelor's degree and higher, 25 yrs. & over, Women"
LNU04077889,2014,M12,18.1,nan,2014-12-01,"(Unadj) Unemployment Rate - Veterans, Gulf War Era, 18 to 24 years, Men"
LNU04032268,2014,M12,10.5,nan,2014-12-01,"(Unadj) Unemployment Rate - Enrolled in School, 16-24 yrs., Asian"
LNU04000462,2014,M12,4.6,nan,2014-12-01,"(Unadj) Unemployment Rate - 55-59 yrs., Black or African American Women"
LNU04034055,2014,M12,5.3,nan,2014-12-01,"(Unadj) Unemployment Rate - Office and Administrative Support Occupations, Men"
LNU04035206,2014,M12,4.4,nan,2014-12-01,"(Unadj) Unemployment Rate -  40-44 yrs., Hispanic or Latino Women"
LNU04022983,2014,M12,22.5,nan,2014-12-01,"(Unadj) Unemployment Rate - Enrolled in School, 16-24 yrs., Black or African American Men"
LNU04073402,2014,M12,4.8,nan,2014-12-01,"(Unadj) Unemployment Rate - Foreign born, 55 to 64 years"
LNU04024709,2014,M12,2.9,nan,2014-12-01,"(Unadj) Unemployment Rate - Married 20-64 yrs., White Women"
LNU04034280,2014,M12,26.9,nan,2014-12-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Other Services, Private Households, Men"
LNS14000020,2014,M12,29.2,nan,2014-12-01,"(Seas) Unemployment Rate - 16-19 yrs., Black or African American Women"
LNU04000163,2014,M12,6.4,nan,2014-12-01,"(Unadj) Unemployment Rate - 25-29 yrs., Men"
LNU04000326,2014,M12,5.8,nan,2014-12-01,"(Unadj) Unemployment Rate - 25-29 yrs., Women"
LNU04073792,2014,M12,,7.0,2014-12-01,"(Unadj) Unemployment Rate - Veterans, World War II or Korean War or Vietnam Era, 65 years and over, Women"
LNU04000049,1948,M05,2.6,nan,1948-05-01,"(Unadj) Unemployment Rate - 25 yrs. & over, Men"
LNU04000341,1948,M05,2.6,nan,1948-05-01,"(Unadj) Unemployment Rate - 45-54 yrs., Women"
LNU04024887,1948,M05,6.5,nan,1948-05-01,(Unadj) Unemployment Rate - 16-24 yrs.
LNS14000182,1948,M05,2.3,nan,1948-05-01,"(Seas) Unemployment Rate - 45-54 yrs., Men"
LNU04000347,1948,M05,3.0,nan,1948-05-01,"(Unadj) Unemployment Rate - 55-64 yrs., Women"
LNU04000000,1948,M05,3.4,nan,1948-05-01,(Unadj) Unemployment Rate
LNU04024232Q,1952,Q03,2.3,nan,1952-07-15,"(Unadj) Unemployment Rate - 55 yrs. & over, Women"
LNS14024885Q,1952,Q03,7.1,nan,1952-07-15,"(Seas) Unemployment Rate - 16-24 yrs., Men"
LNU04000042,1972,M03,18.9,nan,1972-03-01,"(Unadj) Unemployment Rate - 20-24 yrs., Black or African American"
LNS14200002,1972,M03,6.3,nan,1972-03-01,(Seas) Unemployment Rate  Part-Time Workers Women
LNU04000457,1972,M03,9.7,nan,1972-03-01,"(Unadj) Unemployment Rate - 25-34 yrs., Black or African American Women"
LNU04000029,1972,M03,4.9,nan,1972-03-01,"(Unadj) Unemployment Rate - 20 yrs. & over, White Women"
LNU04200000,1972,M03,7.8,nan,1972-03-01,(Unadj) Unemployment Rate - Part-Time Labor Force
LNU04000000,1972,M03,6.1,nan,1972-03-01,(Unadj) Unemployment Rate
LNU04000237,1972,M03,3.2,nan,1972-03-01,"(Unadj) Unemployment Rate - 35-44 yrs., White Men"
LNS14000007,1972,M03,9.5,nan,1972-03-01,(Seas) Unemployment Rate - Black or African American Men
LNU04000199,1972,M03,3.5,nan,1972-03-01,"(Unadj) Unemployment Rate - 65 yrs. & over, Men"
LNU04015872,1972,M03,21.6,nan,1972-03-01,(Unadj) Unemployment Rate - Never Married Black or African American Women
LNS14000026,1972,M03,5.5,nan,1972-03-01,"(Seas) Unemployment Rate - 20 yrs. & over, Women"
LNU04000003,1972,M03,5.6,nan,1972-03-01,(Unadj) Unemployment Rate - White
LNU04000319,1972,M03,15.6,nan,1972-03-01,"(Unadj) Unemployment Rate - 18-19 yrs., Women"
LNS14100012,1972,M03,19.9,nan,1972-03-01,(Seas) Unemployment Rate  Full-Time Workers 16-19 yrs.
LNU04000230,1972,M03,4.0,nan,1972-03-01,"(Unadj) Unemployment Rate - 25-34 yrs., White Men"
LNS14025669,1972,M03,3.7,nan,1972-03-01,(Seas) Unemployment Rate - Married
LNU04034132,2011,M06,6.4,nan,2011-06-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Food Manufacturing, Men"
LNU04034240,2011,M06,4.4,nan,2011-06-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Health Care and Social Assistance, Men"
LNU04032257,2011,M06,5.8,nan,2011-06-01,"(Unadj) Unemployment Rate - 45-49 yrs., Asian"
LNU04034075,2011,M06,3.1,nan,2011-06-01,"(Unadj) Unemployment Rate - Healthcare Practitioner and Technical Occupations, Women"
LNU04049595,2011,M06,9.8,nan,2011-06-01,"(Unadj) Unemployment Rate - Veterans, Other Service Periods, 18 years and over, Black or African American"
LNU04000032,2011,M06,13.9,nan,2011-06-01,"(Unadj) Unemployment Rate - 20 yrs. & over, Black or African American Women"
LNU04024933,2011,M06,8.5,nan,2011-06-01,(Unadj) Unemployment Rate - 30-34 yrs.
LNU04034269,2011,M06,6.2,nan,2011-06-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Other Services, Except Private Households, Women"
LNU04000377,2011,M06,18.8,nan,2011-06-01,"(Unadj) Unemployment Rate - 18-19 yrs., White Women"
LNU04023011,2011,M06,19.6,nan,2011-06-01,"(Unadj) Unemployment Rate - Enrolled in College Part Time 16-24 yrs., Black or African American"
LNU04034220,2011,M06,3.9,nan,2011-06-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Professional and Technical Services, Men"
LNU04066420,2011,M06,7.2,nan,2011-06-01,"(Unadj) Unemployment Rate - Men, Veterans, Gulf War Era I, 18 years and over"
LNS14000024,2011,M06,8.5,nan,2011-06-01,(Seas) Unemployment Rate - 20 yrs. & over
LNU04035184,2011,M06,11.6,nan,2011-06-01,"(Unadj) Unemployment Rate -  25-29 yrs., Hispanic or Latino"
LNU04000023,2011,M06,34.2,nan,2011-06-01,"(Unadj) Unemployment Rate - 16-19 yrs., Hispanic or Latino Women"
LNU04015837,2011,M06,17.2,nan,2011-06-01,"(Unadj) Unemployment Rate - 30-34 yrs., Black or African American Men"
LNU04034043,2011,M06,3.3,nan,2011-06-01,"(Unadj) Unemployment Rate - Legal Occupations, Men"
LNU04050974,2011,M06,0.8,nan,2011-06-01,"(Unadj) Unemployment Rate - Veterans, Other Service Periods, 55 to 64 years, Women"
LNU04000017,2011,M06,22.6,nan,2011-06-01,"(Unadj) Unemployment Rate - 16-19 yrs., White Women"
LNU04000248,2011,M06,6.0,nan,2011-06-01,"(Unadj) Unemployment Rate - 50-54 yrs., White Men"
LNU04000222,2011,M06,23.4,nan,2011-06-01,"(Unadj) Unemployment Rate - 18-19 yrs., White Men"
LNU04000385,2011,M06,7.8,nan,2011-06-01,"(Unadj) Unemployment Rate - 25-34 yrs., White Women"
LNU04024949,2011,M06,6.4,nan,2011-06-01,"(Unadj) Unemployment Rate - 45-49 yrs., White"
LNU04032229,2011,M06,9.0,nan,2011-06-01,"(Unadj) Unemployment Rate - Nonagriculture, Private Wage and Salary Workers"
LNS14000007,2011,M06,17.9,nan,2011-06-01,(Seas) Unemployment Rate - Black or African American Men
LNS14000001,2011,M06,9.6,nan,2011-06-01,(Seas) Unemployment Rate - Men
LNU04023569,2011,M06,1.1,nan,2011-06-01,(Unadj) Unemployment Rate - New Entrants
LNU04034174,2011,M06,7.1,nan,2011-06-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Information, Men"
LNS14100002,2011,M06,9.4,nan,2011-06-01,(Seas) Unemployment Rate  Full-Time Workers Women
LNU04032223,2011,M06,11.3,nan,2011-06-01,"(Unadj) Unemployment Rate - Farming, Fishing, and Forestry Occupations"
LNU04034287,2011,M06,3.6,nan,2011-06-01,"(Unadj) Unemployment Rate - Job Losers and Persons who Completed Temporary Jobs, Asian"
LNU04015349,2011,M06,3.7,nan,2011-06-01,"(Unadj) Unemployment Rate - 75 yrs. & over, Women"
LNU04027690,2011,M06,9.8,nan,2011-06-01,"(Unadj) Unemployment Rate - Some College or Associate Degree, 25 yrs. & over, Hispanic or Latino"
LNU04034250,2011,M06,8.4,nan,2011-06-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Social Assistance, Women"
LNU04050988,2011,M06,7.1,nan,2011-06-01,"(Unadj) Unemployment Rate - Nonveterans, 55 to 64 years, Men"
LNU04073785,2011,M06,24.4,nan,2011-06-01,"(Unadj) Unemployment Rate - Veterans, Gulf War Era II, 18 to 24 years, Men"
LNU04034005,2011,M06,7.8,nan,2011-06-01,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, Asian Women"
LNS14000018,2011,M06,39.3,nan,2011-06-01,"(Seas) Unemployment Rate - 16-19 yrs., Black or African American"
LNS14000164,2011,M06,10.1,nan,2011-06-01,"(Seas) Unemployment Rate - 25-34 yrs., Men"
LNU04034115,2011,M06,3.9,nan,2011-06-01,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Electrical Equipment and Appliances, Men"
LNS14000061,2011,M06,8.6,nan,2011-06-01,"(Seas) Unemployment Rate - 25-54 yrs., Men"
LNU04023749,2011,M06,3.0,nan,2011-06-01,(Unadj) Unemployment Rate - Reentrants to Labor Force Hispanic or Latino
LNU04032217,2011,M06,4.9,nan,2011-06-01,(Unadj) Unemployment Rate - Professional and Related Occupations
